Company,Reported_Amount,Extracted_Amount,Amount_Difference,Amount_Difference_Percentage,Reported_Round,Extracted_Round,Round_Match,Confidence_Score,Verification_Status,Matches,Mismatches,News_URL,Analysis_Date
House of Math,1.331133,,,,EARLY VC,,False,0.0,unverified,,,https://shifter.no/nyheter/house-of-math-verdsettes-til-300-millioner-kroner/235523,2025-03-11 21:37:29
APWine,1.0,2.6,1.6,160.0,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://tech.eu/2022/11/10/apwine-raises-2-6-million-as-it-builds-a-modular-interest-market-in-defi,2025-03-11 21:37:29
PreVet,1.815182,15.0,13.184818,726.3634170017111,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/prevet-in-a-sek-15m-funding-round-backed-by-linnea-capital-slu-holding-and-almi-invest/,2025-03-11 21:37:29
Sea2Cell,1.2,,,,SEED,,False,0.0,unverified,,,https://fresh-start.co.il/portfolio/,2025-03-11 21:37:29
SessionStack,3.2,3.2,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://egirisim.com/2021/03/23/insan-kaynaklari-cozumleri-ureten-yerli-girisim-sorwe-3-2-milyon-dolar-degerleme-ile-yatirim-aldi/,2025-03-11 21:37:29
ShiraTech Knowtion,5.0,,,,SERIES A,Not specified in the news article,False,0.0,unverified,,round_type,https://www.pressebox.com/inactive/shiratech-solutions-ltd/Shiratech-attracts-major-investment-and-reveals-IPO-strategy/boxid/1050269,2025-03-11 21:37:29
Wisesight Technologies,4.0,4.0,0.0,0.0,SERIES A,Series A,True,1.0,verified,"amount, round_type",,"https://www.calcalistech.com/ctech/articles/0,7340,L-3911739,00.html#:~:text=Wisesight%2C%20an%20Israeli%20startup%20that,and%20expand%20its%20international%20operations.",2025-03-11 21:37:29
Florence Finance,3.0,,,,SEED,,False,0.0,unverified,,,https://medium.com/florencefinance/florence-roadmap-46a9e648b3d1,2025-03-11 21:37:29
Floatpays,0.0,,,,SEED,,False,0.0,unverified,,,https://kepple-africa-ventures.com/home_eng#portfolio_eng,2025-03-11 21:37:29
ThankUCash,5.2,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://innovation-village.com/connected-analytics-thankucash-secures-undisclosed-funding/,2025-03-11 21:37:29
Purecontrol,1.87,7.0,5.13,274.331550802139,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.purecontrol.com/specialiste-ia-pour-l-industrie-leve-7m-de/,2025-03-11 21:37:29
Mawingu,1.0,,,,EARLY VC,,False,0.0,unverified,,,https://kepple-africa-ventures.com/home_eng,2025-03-11 21:37:29
LINKBY,3.235294,5.0,1.7647059999999999,54.54546016528945,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.afr.com/technology/former-young-rich-lister-scores-5m-for-adtech-venture-linkby-20220215-p59wqc,2025-03-11 21:37:29
Sport Buff,0.0,,,,SEED,Seed,True,1.0,verified,round_type,,https://sportbuff.com/news/sport-buff-secures-significant-seed-investment/,2025-03-11 21:37:29
Aligned Bio,3.509351,23.0,19.490649,555.3918374081134,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://rapidus.se/aligned-bio-far-23-miljoner-och-tunga-delagare/,2025-03-11 21:37:29
STRATOSFAIR,1.43,,,,SEED,,False,0.0,unverified,,,https://www.bretagne-economique.com/actualites/startup-stratosfair-realise-sa-premiere-levee-de-fonds,2025-03-11 21:37:29
OTO,0.0,,,,SEED,,False,0.0,unverified,,,https://www.msn.com/en-us/money/other/oto-raises-8-million-from-series-a-funding/ar-BB,2025-03-11 21:37:29
Catalyco,0.275,,,,SEED,,False,0.0,unverified,,,https://labsoflatvia.com/en/inspirational-stories/catalyco-aims-to-revolutionise-the-rubber-and-tyre-market,2025-03-11 21:37:29
Faddom,1.2,8.0,6.8,566.6666666666667,SEED,Series A,False,0.0,unverified,,"amount, round_type",https://www.calcalistech.com/ctechnews/article/sjhi500x3p,2025-03-11 21:37:29
Mysphera,0.0,,,,SEED,,False,0.0,unverified,,,https://www.sushivp.com/portfolio,2025-03-11 21:37:29
Argonaute RNA,0.0,,,,SEED,,False,0.0,unverified,,,https://www.scienceangelsyndicate.com/portfolio,2025-03-11 21:37:29
Paceup,0.0,,,,SEED,,False,0.0,unverified,,,https://cur8.capital/startups/,2025-03-11 21:37:29
Doctaly,0.0,,,,SEED,,False,0.0,unverified,,,https://www.harbr.io/portfolio,2025-03-11 21:37:29
Poptop Event Planning Concierge,0.5808,440.0,439.4192,75657.57575757576,SEED,Seed Follow On,False,0.0,unverified,,"amount, round_type",https://www.uktechnews.info/2021/01/13/poptop-uk-secures-440k-seed-follow-on-investment-from-dsw-ventures-and-northstar-ventures/,2025-03-11 21:37:29
Poptop Event Planning Concierge,0.5808,440.0,439.4192,75657.57575757576,SEED,Seed Follow On,False,1.0,verified,"amount, round_type",,https://www.uktechnews.info/2021/01/13/poptop-uk-secures-440k-seed-follow-on-investment-from-dsw-ventures-and-northstar-ventures/,2025-03-11 21:37:29
Poptop Event Planning Concierge,0.7535,0.685,0.0684999999999999,9.090909090909078,SEED,Seed,True,0.0,unverified,,"amount, round_type",https://www.eu-startups.com/2018/12/events-marketplace-poptop-uk-secures-615k-from-numerous-business-angels/,2025-03-11 21:37:29
Poptop Event Planning Concierge,0.7535,0.685,0.0684999999999999,9.090909090909078,SEED,Seed,True,1.0,verified,"amount, round_type",,https://www.eu-startups.com/2018/12/events-marketplace-poptop-uk-secures-615k-from-numerous-business-angels/,2025-03-11 21:37:29
Hark Technologies,0.605061,,,,SEED,,False,0.0,unverified,,,https://www.shifter.no/nyheter/grnderen-vil-hjelpe-stromselskapene-a-gjore-strommen-smartere-og-billigere-for-kundene/199872,2025-03-11 21:37:29
TOLV,3.3,6.5,3.2,96.96969696969698,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.maddyness.com/2023/07/04/tolv-electrification-vehicules/,2025-03-11 21:37:29
Trustmi,4.0,17.0,13.0,325.0,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.calcalistech.com/ctechnews/article/sjg5npc9h,2025-03-11 21:37:29
Credable,0.0,250.0,250.0,,SEED,Seed,True,1.0,verified,round_type,,https://36kr.com/p/2179968048609794,2025-03-11 21:37:29
Lanetalk,2.783278,23.0,20.216722,726.363733698179,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/lanetalk-to-raise-sek-23-million-from-wit-ventures-and-other-investors-from-sweden/,2025-03-11 21:37:29
Meatafora,1.0,5.0,4.0,400.0,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://vegconomist.com/investments-finance/meatafora-5m-cultivated-meat-vegetable-fat/,2025-03-11 21:37:29
DoctorApp,0.0,,,,SEED,,False,0.0,unverified,,,https://socialfare.org/en/start-up/doctorapp/,2025-03-11 21:37:29
ROADHOW,0.66,500.0,499.34,75657.57575757575,SEED,MEIF investment,False,0.0,unverified,,"amount, round_type",https://www.angelnews.co.uk/blog/venture-capital/road-safety-app-roadhow-gains-500000-meif-investment-/,2025-03-11 21:37:29
Yummy,1.65,,,,SEED,,False,0.0,unverified,,,https://depoventures.com/latest/startup-yummy-which-solves-all-cooking-worries-is-heading-over-to-the-czech-market,2025-03-11 21:37:29
Rise,3.0,,,,SEED,,False,0.0,unverified,,,https://techcrunch.com/2022/01/28/rise-is-a-new-calendar-app-with-a-scheduling-engine-for-teams/,2025-03-11 21:37:29
Budibase,1.8,,,,SEED,,False,0.0,unverified,,,https://techcrunch.com/2022/11/04/meet-budibase-a-low-code-open-source-web-app-builder-with-automations/,2025-03-11 21:37:29
Roofit.Solar,3.52,7.85,4.33,123.01136363636364,SEED,Series A,False,0.0,unverified,,"amount, round_type",https://ecosummit.net/articles/roofit-solar-raises-series-a-led-by-baywa-re-energy-ventures,2025-03-11 21:37:29
Maplerad,0.0,6.0,6.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://techcrunch.com/2022/10/17/nigerian-banking-as-a-service-platform-maplerad-raises-6m-led-by-peter-theils-valar-ventures/,2025-03-11 21:37:29
MediCrops,18.333334,,,,LATE VC,,False,0.0,unverified,,,https://www.startupticker.ch/en/news/medicrops-3rd-financing-round-off-to-flying-start,2025-03-11 21:37:29
Chatfood,5.0,3.0,2.0,40.0,SEED,Bridge round,False,0.0,unverified,,"amount, round_type",https://www.wamda.com/2022/07/chatfood-raises-3-million-bridge-round-led-antler,2025-03-11 21:37:29
Thabor Therapeutics,0.0,2.0,2.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.pharmiweb.com/press-release/2022-07-06/thabor-therapeutics-secures-2-million-in-deep-tech-financing-from-bpifrance,2025-03-11 21:37:29
Mission Zero Technologies,0.0,5.0,5.0,,SEED,Seed,True,1.0,verified,round_type,,https://www.missionzero.tech/news/mzt-raises-usd-5m-seed-round-from-bev-5-2022,2025-03-11 21:37:29
Spirea,0.0,,,,SEED,,False,0.0,unverified,,,https://www.labmate-online.com/news/news-and-views/5/spirea/investment-boosts-adc-therapeutics-development/54174,2025-03-11 21:37:29
Zeal,0.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://ventureburn.com/2020/12/egyptian-payment-app-receives-a-six-figure-investment/,2025-03-11 21:37:29
8power,2.64,2.0,0.6400000000000001,24.242424242424246,SERIES A,Growth funding round,False,0.0,unverified,,"amount, round_type",https://8power.com/8power-completes-2m-growth-funding-round-welcomes-low-carbon-innovation-fund-2/,2025-03-11 21:37:29
HAKKI AFRICA,0.230996,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://spvfund.com/tag/hakki-africa/,2025-03-11 21:37:29
Nimbl'Bot,0.275,2.0,1.725,627.2727272727273,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.maddyness.com/2023/06/12/nimblbot-levee-de-fonds/?utm_medium=Social&utm_source=LinkedIn#Echobox=1686564733-2,2025-03-11 21:37:29
Twelve,0.0,,,,SERIES A,,False,0.0,unverified,,,https://www.techstars.com/the-line/startup-profile/opus-12-a-profitable-solution-to-carbon-emissions-climate-change-sustainability,2025-03-11 21:37:29
Twelve,0.0,,,,SERIES A,,False,0.0,unverified,,round_type,https://www.techstars.com/the-line/startup-profile/opus-12-a-profitable-solution-to-carbon-emissions-climate-change-sustainability,2025-03-11 21:37:29
Twelve,0.0,,,,SEED,Not specified,False,0.0,unverified,,,https://www.equinor.com/news/archive/ten-companies-selected-for-techstars-energy-accelerator-in-partnership-with-equinor,2025-03-11 21:37:29
Twelve,0.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.equinor.com/news/archive/ten-companies-selected-for-techstars-energy-accelerator-in-partnership-with-equinor,2025-03-11 21:37:29
Bioman,8.8,8.0,0.8000000000000007,9.090909090909099,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.ansa.it/friuliveneziagiulia/notizie/2020/12/04/imprese-friulia-investe-8-mln-ed-entra-in-capitale-bioman_6e050f04-dbb1-41d1-8558-d7e6872d2b2e.html,2025-03-11 21:37:29
AC Bioscience,0.733334,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://www.ac-bioscience.com/news,2025-03-11 21:37:29
Tay Therapeutics,0.0,,,,SEED,Not specified in the provided news snippet,False,0.0,unverified,,round_type,https://o2hventures.com/press-releases/o2h-ventures-leads-investment-round-into-in4derm,2025-03-11 21:37:29
Kubos Semiconductors,0.0,,,,SEED,,False,0.0,unverified,,,https://www.kubos-semi.com/wp-content/uploads/2020/11/LCIF2-Kubos-press-release-25th-Nov-2020.pdf,2025-03-11 21:37:29
Gebeya,1.0,1.0,0.0,0.0,EARLY VC,Seed,False,0.5,unverified,amount,round_type,https://www.linkedin.com/pulse/1-million-funding-pan-african-startup-gebeya-inc-build-becky-tsadik/,2025-03-11 21:37:29
Nextory,19.966997,165.0,145.033003,726.3636239340349,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/nextory-to-raise-sek-165-million-from-cni-and-erik-selin-news9726561860/,2025-03-11 21:37:29
Datia,0.605061,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://nordic9.com/news/datia-secured-funding-from-soderberg-partners-news3454444592/,2025-03-11 21:37:29
Easycom,1.694169,14.0,12.305831,726.3638397349969,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/easycom-secures-sek-14-million-from-new-and-existing-investors-news4837726641/,2025-03-11 21:37:29
ProntoPiso,1.76,,,,SEED,,False,0.0,unverified,,,https://angelgate.ch/2020/10/07/prontopiso-expands-its-funding-with-1-6m-of-capital/,2025-03-11 21:37:29
Agdata,1.32,,,,EARLY VC,,False,0.0,unverified,,,https://forbes.cz/jiri-hlavenka-jde-do-chytreho-zemedelstvi-po-boku-pale-fire-capital-investuje-do-startupu-agdata/,2025-03-11 21:37:29
Solsten,8.0,8.0,0.0,0.0,SERIES A,Not specified,False,0.5,unverified,amount,round_type,https://techcrunch.com/2020/10/29/slingshot-aerospace-raises-8-million-to-help-it-expand-to-new-verticals-beyond-aerospace-and-defense/,2025-03-11 21:37:29
Tendmill,0.979864,,,,SEED,Acquisition,False,0.0,unverified,,round_type,https://www.breakit.se/artikel/42527/startupen-tendmill-vill-kapa-upphandlingskrangel-kops-av-matilda-foodtech,2025-03-11 21:37:29
Xertified,1.210121,10.0,8.789878999999999,726.3636446272727,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/xertified-announced-raising-sek-10m-from-krolina-ventures-almi-invest-and-angel-investors-from-swede-news2122149642/,2025-03-11 21:37:29
Biopix-T,1.595,1.45,0.14500000000000002,9.090909090909092,SEED,Seed,True,1.0,verified,"amount, round_type",,https://therecursive.com/the-greek-alexa-of-molecular-diagnostics-closes-a-e1-45m-seed-round/,2025-03-11 21:37:29
Kuldea,2.376,3.4,1.024,43.0976430976431,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.rte.ie/news/business/2023/0308/1360896-ufurnish-raises-further-l3-4m-in-seed-funding/,2025-03-11 21:37:29
Ufurnish,2.376,3.4,1.024,43.0976430976431,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.rte.ie/news/business/2023/0308/1360896-ufurnish-raises-further-l3-4m-in-seed-funding/,2025-03-11 21:37:29
RFISee,2.8,,,,SERIES A,,False,0.0,unverified,,,https://en.globes.co.il/en/article-israeli-auto-tech-co-rfisee-unveils-4d-imaging-radar-chip-1001338487,2025-03-11 21:37:29
Equity for Tanzania,12.0,,,,EARLY VC,,False,0.0,unverified,,,https://www.linkedin.com/posts/michiel-timmerman-33a0693_efag-press-release-activity-6704051096383434752-UfX7/,2025-03-11 21:37:29
Digicust,0.0,,,,SEED,,False,0.0,unverified,,,https://startupwiseguys.com/portfolio/#digicust,2025-03-11 21:37:29
StockRepublic,0.677668,0.62,0.05766800000000005,8.509771746637004,SEED,Seed,True,1.0,verified,"amount, round_type",,https://nordic9.com/news/stockrepublic-in-a-620k-investment-round-backed-by-swedish-angel-investors-and-almi-invest-news8722785986/,2025-03-11 21:37:29
Brinja AB,1.210121,1.0,0.210121,17.36363553727272,EARLY VC,Capital funding,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/brinja-announced-securing-1-million-in-capital-funding-news5355714016/,2025-03-11 21:37:29
Finch 3D,0.605061,,,,SEED,,False,0.0,unverified,,,https://www.almi.se/almi-invest/nyheter/almi-invest-investerar-i-mjukvarubolaget-finch-3d-som-ska-hjalpa-arkitekter-att-fatta-mer-informerade-beslut-med-ai/,2025-03-11 21:37:29
Ars Ingenii,0.0,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/audrius-milukas_venturecapital-startups-techinvesting-activity-6854656122628911105-CRtg/?trk=public_profile_like_view&originalSubdomain=lt,2025-03-11 21:37:29
Transferchain,0.0,10.0,10.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://webrazzi.com/2021/12/13/transferchain-10-milyon-dolar-degerleme-uzerinden-yatirim-aldi,2025-03-11 21:37:29
Apotekamo,0.605061,,,,SEED,,False,0.0,unverified,,,https://epti.com/epti-venture-apotekamo-successfully-closes-pre-seed-funding-round-of-5m-sek/,2025-03-11 21:37:29
Binary Brains,0.338834,0.31,0.028834000000000026,8.509771746637004,EARLY VC,Seed,False,0.5,unverified,amount,round_type,https://nordic9.com/news/binary-brains-secured-310k-from-almi-invest-and-private-investors-from-sweden-news5347457934/,2025-03-11 21:37:29
Binary Brains,0.338834,0.31,0.028834000000000026,8.509771746637004,EARLY VC,Seed,False,0.0,unverified,,,https://nordic9.com/news/binary-brains-secured-310k-from-almi-invest-and-private-investors-from-sweden-news5347457934/,2025-03-11 21:37:29
Binary Brains,0.0,,,,SEED,,False,0.5,unverified,amount,round_type,https://gorillacapital.fi/portfolio/,2025-03-11 21:37:29
Binary Brains,0.0,,,,SEED,,False,0.0,unverified,,,https://gorillacapital.fi/portfolio/,2025-03-11 21:37:29
Cinnamon Agency,2.5,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.lupa.cz/clanky/novy-pokus-o-zpoplatneni-obsahu-na-webu-cesky-startup-ziskal-miliony-dolaru-od-ripplu-a-coilu/,2025-03-11 21:37:29
Loopfront,1.452145,,,,SEED,undisclosed,False,0.0,unverified,,round_type,https://shifter.no/nyheter/trondersk-gjenbruks-startup-sikret-millioninvestering/183131,2025-03-11 21:37:29
Idana,0.671,,,,SEED,,False,0.0,unverified,,,https://idana.com/idana-kunden-investieren-in-tomesgmbh/,2025-03-11 21:37:29
Idana,0.671,,,,SEED,,False,1.0,verified,"amount, round_type",,https://idana.com/idana-kunden-investieren-in-tomesgmbh/,2025-03-11 21:37:29
Idana,0.55,0.5,0.050000000000000044,9.090909090909099,SEED,Seed,True,0.0,unverified,,,https://www.mynewsdesk.com/de/companisto-gmbh/pressreleases/ehealth-companisten-investieren-halbe-million-euro-in-idana-2525922,2025-03-11 21:37:29
Idana,0.55,0.5,0.050000000000000044,9.090909090909099,SEED,Seed,True,1.0,verified,"amount, round_type",,https://www.mynewsdesk.com/de/companisto-gmbh/pressreleases/ehealth-companisten-investieren-halbe-million-euro-in-idana-2525922,2025-03-11 21:37:29
Brumbrum,3.3,,,,EARLY VC,,False,0.0,unverified,,,https://www.cbtnews.com/ford-has-acquired-which-ev-charging-startup-which-auto-ai-company-is-now-valued-at-1b/,2025-03-11 21:37:29
ViraSoft,1.9,1.9,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.dailysabah.com/business/tech/19-million-invested-in-digital-pathology-intelligence,2025-03-11 21:37:29
Biodelta Nutraceuticals,1.375,20.0,18.625,1354.5454545454545,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://techfinancials.co.za/2020/04/07/anuva-investments-injects-r20-m-into-company-providing-covid-19-health-products/,2025-03-11 21:37:29
Boneprox,0.5,,,,SEED,Not specified in the news article,False,0.0,unverified,,round_type,https://www.breakit.se/artikel/24704/boneprox-har-skapat-ett-kry-for-tandlakare-nu-backas-de-av-backing-minds,2025-03-11 21:37:29
betteries,0.0,2.1,2.1,,SEED,Seed funding,False,0.0,unverified,,round_type,https://www.prnewswire.com/news-releases/betteries-secures-2-1m-seed-funding-to-upcycle-electric-vehicle-ev-batteries-and-to-avert-climate-change-301257643.html,2025-03-11 21:37:29
Pawprint,0.46464,,,,EARLY VC,,False,0.0,unverified,,,http://dlvr.it/RmMswm,2025-03-11 21:37:29
Pawprint,0.46464,,,,EARLY VC,,False,0.0,unverified,,"amount, round_type",http://dlvr.it/RmMswm,2025-03-11 21:37:29
Pawprint,0.7656,700.0,699.2344,91331.55694879834,EARLY VC,Crowdfunding,False,0.0,unverified,,,http://ow.ly/75gP50H12KE,2025-03-11 21:37:29
Pawprint,0.7656,700.0,699.2344,91331.55694879834,EARLY VC,Crowdfunding,False,0.0,unverified,,"amount, round_type",http://ow.ly/75gP50H12KE,2025-03-11 21:37:29
Agrorobotica Srl,0.33,,,,EARLY VC,Investment by Fondazione Social Venture Giordano Dell’Amore,False,0.0,unverified,,round_type,https://www.agrorobotica.it/2020/02/24/fondazione-social-venture-giordano-dell-amore-investe-in-agrorobotica/,2025-03-11 21:37:29
NeuroServo,0.733334,,,,SEED,,False,0.0,unverified,,,https://www.desjardinscapital.com/en/portfolio/our-partner-businesses/neuroservo/,2025-03-11 21:37:29
Adline,0.70187,,,,SEED,Not specified in the news article,False,0.0,unverified,,round_type,https://shifter.no/nyheter/konkurs-med-milliongjeld-i-november-na-satser-adline-pa-ny-med-frisk-kapital-i-banken/173991,2025-03-11 21:37:29
BlueTree Technologies,0.0,,,,SEED,,False,0.0,unverified,,,https://fresh-start.co.il/portfolio/,2025-03-11 21:37:29
PMD Solutions,1.54,1.4,0.14000000000000012,9.090909090909099,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://fora.ie/pmd-medtech-funding-4961018-Jan2020/,2025-03-11 21:37:29
MyWorkpapers,4.488,3.4,1.0880000000000005,24.242424242424253,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://www.quantuma.com/insights/quantuma-advises-myworkpapers-ps34m-series-funding-round,2025-03-11 21:37:29
Xoltar,0.0,,,,SEED,,False,0.0,unverified,,,https://www.97212.vc/portfolio,2025-03-11 21:37:29
Alchemy Global Solutions,2.5,,,,SEED,,False,0.0,unverified,,,https://www.phonearena.com/news/how-apple-devices-get-another-life_id149779,2025-03-11 21:37:29
superscale,0.0,5.4,5.4,,SEED,Series A,False,0.0,unverified,,round_type,https://www.prnewswire.com/news-releases/superscale-raises-5-4m-series-a-to-grow-revenue-for-game-developers-and-publishers-301862970.html,2025-03-11 21:37:29
Trone,2.2,260.5,258.3,11740.90909090909,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.maddyness.com/2023/06/16/maddymoney-260-millions-euros-startup/,2025-03-11 21:37:29
Moby Bikes,1.32,4.0,2.6799999999999997,203.03030303030297,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.independent.ie/business/irish/moby-bikes-raises-4m-for-central-europe-push-42423621.html,2025-03-11 21:37:29
BonusX,0.0,,,,SEED,,False,0.0,unverified,,,https://socialfare.org/en/start-up/bonusx/,2025-03-11 21:37:29
Flow Living,0.0,,,,SEED,,False,0.0,unverified,,,https://ventureburn.com/2020/01/sa-proptech-flow-set-to-close-new-funding-round-at-end-of-month-says-ceo/,2025-03-11 21:37:29
Drexcode,0.4015,,,,SEED,,False,0.0,unverified,,,https://www.cdpventurecapital.it/cdp-venture-capital/en/portafoglio.page?item=2,2025-03-11 21:37:29
Connexa Insurance,2.53,,,,SEED,,False,0.0,unverified,,,https://www.cdpventurecapital.it/cdp-venture-capital/en/portafoglio.page?item=2,2025-03-11 21:37:29
FineCell,0.0,,,,SEED,,False,0.0,unverified,,,https://kthholding.se/project/finecell/,2025-03-11 21:37:29
Train Alliance,6.050605,50.0,43.949395,726.3636446272728,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.infrastrukturnyheter.se/20200127/22802/train-alliance-tar-50-miljoner-kronor-fran-spiltan,2025-03-11 21:37:29
Curoflow,1.125412,,,,EARLY VC,,False,0.0,unverified,,,https://www.almi.se/en/almi-invest/portfolio/curoflow/,2025-03-11 21:37:29
AISPECO,0.0,0.15,0.15,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.delfi.lv/bizness/tehnologijas/capitalia-kopa-ar-somijas-riska-kapitala-fondu-investejusi-150-000-eiro-lietuvas-jaunuznemuma.d?id=54816620,2025-03-11 21:37:29
core sensing,0.0,,,,SEED,Series A,False,0.0,unverified,,round_type,https://core-sensing.de/en/know-how/blog/overview/core-sensing-schliesst-series-a-finanzierungsrunde-erfolgreich-ab/,2025-03-11 21:37:29
MyMOWO,0.726073,6.0,5.2739270000000005,726.3631893762749,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/mymowo-secured-sek-6-million-from-e14-invest-and-aggregate-media-news8606748491/,2025-03-11 21:37:29
Barnebys,7.865787,65.0,57.134213,726.363592098286,LATE VC,Not specified (assumed as a capital round),False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/barnebys-raised-a-sek-65m-capital-round-from-existing-investors-news0761001889/,2025-03-11 21:37:29
Vaderis Therapeutics,16.5,,,,SERIES A,,False,0.0,unverified,,,https://worldbusinessoutlook.com/vaderis-therapeutics-ag-announces-initiation-of-clinical-poc-trial-in-hht/,2025-03-11 21:37:29
RoboDeck,0.5,,,,SEED,,False,0.0,unverified,,,https://techcrunch.com/2021/09/21/robodeck-is-a-robot-that-keeps-your-houses-deck-looking-good/,2025-03-11 21:37:29
Xyall,5.5,5.0,0.5,9.090909090909092,SERIES A,Series A,True,1.0,verified,"amount, round_type",,https://xyall.com/news/medtech-innovator-xyall-wins-5m-series-a-financing-for-its-unique-high-tech-molecular-pathology-laboratory-solution/,2025-03-11 21:37:29
BulutKlinik,0.175,1.0,0.825,471.42857142857144,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://webrazzi.com/2020/09/02/bulutklinik-teknogirisim-girisim-sermayesi-yatirim-fonu-ndan-1-milyon-tl-yatirim-aldi/,2025-03-11 21:37:29
WHOSSA,0.363036,3.0,2.636964,726.3643275047102,SEED,Pre-seed,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/whossa-secured-sek-3m-in-pre-seed-capital-news6255177413/,2025-03-11 21:37:29
Moonee,0.0,,,,SEED,Lead investment,False,0.0,unverified,,round_type,https://tayaventures.com/2688-2/,2025-03-11 21:37:29
Danalto,2.2,,,,SEED,,False,0.0,unverified,,,https://www.elkstonepartners.com/news/eiis-changes-having-a-real-impact,2025-03-11 21:37:29
TolerogenixX,4.51,,,,SERIES A,,False,0.0,unverified,,,https://www.tolerogenixx.com/aktuelles/,2025-03-11 21:37:29
Apollo Agriculture,0.0,6.0,6.0,,SERIES A,Series A,True,1.0,verified,round_type,,https://techcrunch.com/2020/05/19/kenyas-apollo-agriculture-raises-6m-series-a-led-by-anthemis/,2025-03-11 21:37:29
WatchHouse,2.1,10.0,7.9,376.1904761904762,SEED,Series A,False,0.0,unverified,,"amount, round_type",https://www.propelinfonews.com/pi-Newsletter.php?datetime=2023-12-22%2008:00:00,2025-03-11 21:37:29
MachinaWare,0.916666,,,,SEED,Seed,True,1.0,verified,round_type,,https://www.reichlinhess.ch/en/2019/10/31/successful-closure-of-seed-financing-round-for-a-startup-in-the-blockchain-industry/,2025-03-11 21:37:29
Liquidity Capital,4.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.ip.mufg.jp/news/mufg-innovation-partners-invested-in-liquidity-capital/,2025-03-11 21:37:29
Liquidity Capital,4.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.ip.mufg.jp/news/mufg-innovation-partners-invested-in-liquidity-capital/,2025-03-11 21:37:29
Liquidity Capital,0.0,40.0,40.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.calcalistech.com/ctechnews/article/rjhmtaeco,2025-03-11 21:37:29
Liquidity Capital,0.0,40.0,40.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.calcalistech.com/ctechnews/article/rjhmtaeco,2025-03-11 21:37:29
I-TES,0.0,,,,SEED,,False,0.0,unverified,,,https://socialfare.org/en/start-up/i-tes/,2025-03-11 21:37:29
WOO,3.3,3.0,0.2999999999999998,9.090909090909086,SERIES A,Not specified,False,0.5,unverified,amount,round_type,https://www.elevation-cp.com/communiques/capital-investissement/00265/woo-leve-3-millions-d-euros-aupres-d-inter-invest-capital,2025-03-11 21:37:29
Boositifed,0.847085,0.8,0.04708499999999993,5.558474061044634,EARLY VC,Seed,False,0.5,unverified,amount,round_type,https://nordic9.com/news/boostified-raised-800k-in-capital-investment-news1334743088/,2025-03-11 21:37:29
